nombre,codigo,departamento
EL CHARCO,52250,NARIÑO
EL PEÑOL,52254,NARIÑO
EL ROSARIO,52256,NARIÑO
EL TABLON DE GOMEZ,52258,NARIÑO
FUNES,52287,NARIÑO
GUACHUCAL,52317,NARIÑO
GUAITARILLA,52320,NARIÑO
GUALMATAN,52323,NARIÑO
ILES,52352,NARIÑO
IMUES,52354,NARIÑO
IPIALES,52356,NARIÑO
LA CRUZ,52378,NARIÑO
LA FLORIDA,52381,NARIÑO
LA LLANADA,52385,NARIÑO
LA TOLA,52390,NARIÑO
LEIVA,52405,NARIÑO
LINARES,52411,NARIÑO
LOS ANDES,52418,NARIÑO
MAGUI,52427,NARIÑO
MALLAMA,52435,NARIÑO
OLAYA HERRERA,52490,NARIÑO
OSPINA,52506,NARIÑO
FRANCISCO PIZARRO,52520,NARIÑO
POLICARPA,52540,NARIÑO
POTOSI,52560,NARIÑO
PROVIDENCIA,52565,NARIÑO
PUERRES,52573,NARIÑO
PUPIALES,52585,NARIÑO
ROBERTO PAYAN,52621,NARIÑO
SAMANIEGO,52678,NARIÑO
SANDONA,52683,NARIÑO
SAN LORENZO,52687,NARIÑO
SAN PEDRO DE CARTAGO,52694,NARIÑO
SANTACRUZ,52699,NARIÑO
SAPUYES,52720,NARIÑO
TAMINANGO,52786,NARIÑO
TANGUA,52788,NARIÑO
TUMACO,52835,NARIÑO
TUQUERRES,52838,NARIÑO
YACUANQUER,52885,NARIÑO
CUCUTA,54001,NORTE DE SANTANDER
ABREGO,54003,NORTE DE SANTANDER
ARBOLEDAS,54051,NORTE DE SANTANDER
BOCHALEMA,54099,NORTE DE SANTANDER
BUCARASICA,54109,NORTE DE SANTANDER
CACOTA,54125,NORTE DE SANTANDER
CACHIRA,54128,NORTE DE SANTANDER
CHINACOTA,54172,NORTE DE SANTANDER
CHITAGA,54174,NORTE DE SANTANDER
CONVENCION,54206,NORTE DE SANTANDER
CUCUTILLA,54223,NORTE DE SANTANDER
DURANIA,54239,NORTE DE SANTANDER
EL CARMEN,54245,NORTE DE SANTANDER
EL TARRA,54250,NORTE DE SANTANDER
EL ZULIA,54261,NORTE DE SANTANDER
GRAMALOTE,54313,NORTE DE SANTANDER
HACARI,54344,NORTE DE SANTANDER
HERRAN,54347,NORTE DE SANTANDER
LABATECA,54377,NORTE DE SANTANDER
LA ESPERANZA,54385,NORTE DE SANTANDER
LA PLAYA,54398,NORTE DE SANTANDER
LOS PATIOS,54405,NORTE DE SANTANDER
LOURDES,54418,NORTE DE SANTANDER
MUTISCUA,54480,NORTE DE SANTANDER
OCAÑA,54498,NORTE DE SANTANDER
PAMPLONA,54518,NORTE DE SANTANDER
PAMPLONITA,54520,NORTE DE SANTANDER
RAGONVALIA,54599,NORTE DE SANTANDER
SALAZAR,54660,NORTE DE SANTANDER
SAN CALIXTO,54670,NORTE DE SANTANDER
SANTIAGO,54680,NORTE DE SANTANDER
SARDINATA,54720,NORTE DE SANTANDER
SILOS,54743,NORTE DE SANTANDER
TEORAMA,54800,NORTE DE SANTANDER
TIBU,54810,NORTE DE SANTANDER
VILLA CARO,54871,NORTE DE SANTANDER
VILLA DEL ROSARIO,54874,NORTE DE SANTANDER
MOCOA,86001,PUTUMAYO
ORITO,86320,PUTUMAYO
PUERTO ASIS,86568,PUTUMAYO
PUERTO CAICEDO,86569,PUTUMAYO
PUERTO GUZMAN,86571,PUTUMAYO
LEGUIZAMO,86573,PUTUMAYO
SIBUNDOY,86749,PUTUMAYO
SAN MIGUEL,86757,PUTUMAYO
VALLE DEL GUAMUEZ,86865,PUTUMAYO
VILLAGARZON,86885,PUTUMAYO
CALARCÁ,63130,QUINDÍO
CIRCASIA,63190,QUINDÍO
CÓRDOBA,63212,QUINDÍO
FILANDIA,63272,QUINDÍO
GÉNOVA,63302,QUINDÍO
LA TEBAIDA,63401,QUINDÍO
MONTENEGRO,63470,QUINDÍO
PIJAO,63548,QUINDÍO
QUIMBAYA,63594,QUINDÍO
SALENTO,63690,QUINDÍO
PEREIRA,66001,RISARALDA
APIA,66045,RISARALDA
BELEN DE UMBRIA,66088,RISARALDA
DOS QUEBRADAS,66170,RISARALDA
GUATICA,66318,RISARALDA
LA CELIA,66383,RISARALDA
LA VIRGINIA,66400,RISARALDA
MARSELLA,66440,RISARALDA
MISTRATO,66456,RISARALDA
PUEBLO RICO,66572,RISARALDA
QUINCHIA,66594,RISARALDA
SANTA ROSA DE CABAL,66682,RISARALDA
BUCARAMANGA,68001,SANTANDER
AGUADA,68013,SANTANDER
ARATOCA,68051,SANTANDER
BARICHARA,68079,SANTANDER
BARRANCABERMEJA,68081,SANTANDER
CALIFORNIA,68132,SANTANDER
CAPITANEJO,68147,SANTANDER
CARCASI,68152,SANTANDER
CEPITA,68160,SANTANDER
CERRITO,68162,SANTANDER
CHARALA,68167,SANTANDER
CHARTA,68169,SANTANDER
CHIMA,68176,SANTANDER
CHIPATA,68179,SANTANDER
CIMITARRA,68190,SANTANDER
CONFINES,68209,SANTANDER
CONTRATACION,68211,SANTANDER
COROMORO,68217,SANTANDER
CURITI,68229,SANTANDER
EL CARMEN DE CHUCURI,68235,SANTANDER
EL GUACAMAYO,68245,SANTANDER
EL PLAYON,68255,SANTANDER
ENCINO,68264,SANTANDER
ENCISO,68266,SANTANDER
FLORIAN,68271,SANTANDER
FLORIDABLANCA,68276,SANTANDER
GALAN,68296,SANTANDER
GAMBITA,68298,SANTANDER
GIRON,68307,SANTANDER
GUACA,68318,SANTANDER
GUAPOTA,68322,SANTANDER
GUAVATA,68324,SANTANDER
GUEPSA,68327,SANTANDER
HATO,68344,SANTANDER
JESUS MARIA,68368,SANTANDER
JORDAN,68370,SANTANDER
LA BELLEZA,68377,SANTANDER
LANDAZURI,68385,SANTANDER
LEBRIJA,68406,SANTANDER
LOS SANTOS,68418,SANTANDER
MACARAVITA,68425,SANTANDER
MALAGA,68432,SANTANDER
MATANZA,68444,SANTANDER
MOGOTES,68464,SANTANDER
MOLAGAVITA,68468,SANTANDER
OCAMONTE,68498,SANTANDER
OIBA,68500,SANTANDER
ONZAGA,68502,SANTANDER
PALMAR,68522,SANTANDER
PALMAS DEL SOCORRO,68524,SANTANDER
PARAMO,68533,SANTANDER
PIEDECUESTA,68547,SANTANDER
PINCHOTE,68549,SANTANDER
PUENTE NACIONAL,68572,SANTANDER
PUERTO PARRA,68573,SANTANDER
PUERTO WILCHES,68575,SANTANDER
SABANA DE TORRES,68655,SANTANDER
SAN BENITO,68673,SANTANDER
SAN GIL,68679,SANTANDER
SAN JOAQUIN,68682,SANTANDER
SAN JOSE DE MIRANDA,68684,SANTANDER
SAN VICENTE DE CHUCURI,68689,SANTANDER
SANTA HELENA DEL OPON,68720,SANTANDER
SIMACOTA,68745,SANTANDER
SOCORRO,68755,SANTANDER
SUAITA,68770,SANTANDER
SURATA,68780,SANTANDER
TONA,68820,SANTANDER
VALLE DE SAN JOSE,68855,SANTANDER
VELEZ,68861,SANTANDER
VETAS,68867,SANTANDER
ZAPATOCA,68895,SANTANDER
SINCELEJO,70001,SUCRE
CAIMITO,70124,SUCRE
COLOSO,70204,SUCRE
COROZAL,70215,SUCRE
COVEÑAS,70221,SUCRE
CHALAN,70230,SUCRE
EL ROBLE,70233,SUCRE
GALERAS,70235,SUCRE
GUARANDA,70265,SUCRE
LOS PALMITOS,70418,SUCRE
MAJAGUAL,70429,SUCRE
MORROA,70473,SUCRE
OVEJAS,70508,SUCRE
PALMITO,70523,SUCRE
SAMPUES,70670,SUCRE
SAN BENITO ABAD,70678,SUCRE
SAN JUAN BETULIA,70702,SUCRE
SAN MARCOS,70708,SUCRE
SAN ONOFRE,70713,SUCRE
SINCE,70742,SUCRE
SANTIAGO DE TOLU,70820,SUCRE
TOLU VIEJO,70823,SUCRE
IBAGUÉ,73001,TOLIMA
ALPUJARRA,73024,TOLIMA
ALVARADO,73026,TOLIMA
AMBALEMA,73030,TOLIMA
ANZOÁTEGUI,73043,TOLIMA
ARMERO,73055,TOLIMA
ATACO,73067,TOLIMA
CAJAMARCA,73124,TOLIMA
CARMEN DE APICALÁ,73148,TOLIMA
CASABIANCA,73152,TOLIMA
CHAPARRAL,73168,TOLIMA
COELLO,73200,TOLIMA
COYAIMA,73217,TOLIMA
CUNDAY,73226,TOLIMA
DOLORES,73236,TOLIMA
ESPINAL,73268,TOLIMA
FALAN,73270,TOLIMA
FLANDES,73275,TOLIMA
FRESNO,73283,TOLIMA
GUAMO,73319,TOLIMA
HERVEO,73347,TOLIMA
HONDA,73349,TOLIMA
ICONONZO,73352,TOLIMA
LÉRIDA,73408,TOLIMA
LÍBANO,73411,TOLIMA
MARIQUITA,73443,TOLIMA
MELGAR,73449,TOLIMA
MURILLO,73461,TOLIMA
NATAGAIMA,73483,TOLIMA
ORTEGA,73504,TOLIMA
PALOCABILDO,73520,TOLIMA
PIEDRAS,73547,TOLIMA
PLANADAS,73555,TOLIMA
PRADO,73563,TOLIMA
PURIFICACIÓN,73585,TOLIMA
RIOBLANCO,73616,TOLIMA
RONCESVALLES,73622,TOLIMA
ROVIRA,73624,TOLIMA
SALDAÑA,73671,TOLIMA
SAN ANTONIO,73675,TOLIMA
SANTA ISABEL,73686,TOLIMA
SUÁREZ,73770,TOLIMA
VALLE DE SAN JUAN,73854,TOLIMA
VENADILLO,73861,TOLIMA
VILLAHERMOSA,73870,TOLIMA
VILLARRICA,73873,TOLIMA
CALI,76001,VALLE DEL CAUCA
ALCALA,76020,VALLE DEL CAUCA
ANDALUCIA,76036,VALLE DEL CAUCA
ANSERMANUEVO,76041,VALLE DEL CAUCA
BUENAVENTURA,76109,VALLE DEL CAUCA
BUGA,76111,VALLE DEL CAUCA
BUGALAGRANDE,76113,VALLE DEL CAUCA
CAICEDONIA,76122,VALLE DEL CAUCA
CALIMA,76126,VALLE DEL CAUCA
CARTAGO,76147,VALLE DEL CAUCA
DAGUA,76233,VALLE DEL CAUCA
EL AGUILA,76243,VALLE DEL CAUCA
EL CAIRO,76246,VALLE DEL CAUCA
EL CERRITO,76248,VALLE DEL CAUCA
EL DOVIO,76250,VALLE DEL CAUCA
FLORIDA,76275,VALLE DEL CAUCA
GINEBRA,76306,VALLE DEL CAUCA
GUACARI,76318,VALLE DEL CAUCA
JAMUNDI,76364,VALLE DEL CAUCA
LA CUMBRE,76377,VALLE DEL CAUCA
OBANDO,76497,VALLE DEL CAUCA
PALMIRA,76520,VALLE DEL CAUCA
PRADERA,76563,VALLE DEL CAUCA
RIOFRIO,76616,VALLE DEL CAUCA
ROLDANILLO,76622,VALLE DEL CAUCA
SEVILLA,76736,VALLE DEL CAUCA
TORO,76823,VALLE DEL CAUCA
TRUJILLO,76828,VALLE DEL CAUCA
TULUA,76834,VALLE DEL CAUCA
ULLOA,76845,VALLE DEL CAUCA
VERSALLES,76863,VALLE DEL CAUCA
VIJES,76869,VALLE DEL CAUCA
YOTOCO,76890,VALLE DEL CAUCA
YUMBO,76892,VALLE DEL CAUCA
ZARZAL,76895,VALLE DEL CAUCA
MITU,97001,VAUPÉS
CARURU,97161,VAUPÉS
PACOA,97511,VAUPÉS
TARAIRA,97666,VAUPÉS
PAPUNAHUA,97777,VAUPÉS
YAVARATE,97889,VAUPÉS
PUERTO CARREÑO,99001,VICHADA
LA PRIMAVERA,99524,VICHADA
SANTA ROSALIA,99624,VICHADA
CUMARIBO,99773,VICHADA
